URL,Size(Bytes),# of OutLinks,Content Type
nytimes.com/2018/03/28/us/ben-carson-hud-fair-housing-discrimination.html,322342,121,text/html
nytimes.com/2022/07/05/health/ivf-embryos-roe-dobbs.html,328669,127,text/html
nytimes.com/2018/08/28/us/puerto-rico-hurricane-maria-deaths.html,288642,111,text/html
nytimes.com/2021/09/30/us/politics/alito-shadow-docket-scotus.html,279857,112,text/html
nytimes.com/2018/03/14/business/senate-banking-rules.html,287707,118,text/html
nytimes.com/2024/05/06/well/loneliness-mental-health-age.html,302285,121,text/html
nytimes.com/2017/04/10/us/federal-judge-strikes-down-texas-voter-id-law.html,267604,111,text/html
nytimes.com/2024/02/28/health/covid-boosters-spring-older.html,287400,110,text/html
nytimes.com/1988/05/01/sports/sports-of-the-times-donald-trump-s-1500-high-roller-ringside.html,256252,105,text/html
nytimes.com/2020/05/20/technology/plandemic-movie-youtube-facebook-coronavirus.html,395963,120,text/html
nytimes.com/es/2024/04/07/espanol/ejercicio-cerebro.html,276506,129,text/html
nytimes.com/2023/11/17/arts/music/cassie-casandra-ventura-sean-combs.html,287000,124,text/html
nytimes.com/2020/10/31/us/politics/early-voting.html,328860,115,text/html
nytimes.com/2024/04/29/us/politics/rfk-jr-ballot-access.html,873130,133,text/html
nytimes.com/2018/07/19/climate/endangered-species-act-changes.html,307928,118,text/html
nytimes.com/2023/09/11/well/move/fascia-muscle-health.html,300941,139,text/html
nytimes.com/es/2024/07/18/espanol/ozempic-falsificado.html,286183,128,text/html
nytimes.com/2024/09/23/us/politics/nebraska-mike-mcdonnell-electoral-vote-trump.html,321489,115,text/html
nytimes.com/interactive/2024/02/28/well/mind/mental-health-wellbeing-check-in.html,275749,134,text/html
nytimes.com/2024/09/25/arts/design/liza-lou-art-brooklyn-museum-beads.html,363604,122,text/html
nytimes.com/2018/03/29/climate/epa-cafe-auto-pollution-rollback.html,351616,116,text/html
nytimes.com/2024/09/14/well/live/gillian-anderson-sex-pleasure-want-book.html,325821,119,text/html
nytimes.com/2019/10/02/us/politics/bernie-sanders-health.html,330911,112,text/html
nytimes.com/2019/03/28/world/middleeast/iran-sanctions-arab-allies.html,321844,121,text/html
nytimes.com/2021/10/08/us/trump-hotel-washington.html,295795,113,text/html
nytimes.com/2022/08/15/well/move/exercise-dementia-risk.html,299555,118,text/html
nytimes.com/2024/02/18/us/politics/nebraska-union-senate-race.html,364882,129,text/html
nytimes.com/2014/08/11/world/middleeast/us-actions-in-iraq-fueled-rise-of-a-rebel.html,339923,118,text/html
nytimes.com/2018/07/26/world/middleeast/suleimani-iran-trump.html,307070,118,text/html
nytimes.com/2022/09/22/arts/music/zach-bryan-american-heartbreak.html,331198,121,text/html
nytimes.com/2024/10/02/arts/design/doug-wheeler-zwirner-review.html,295608,107,text/html
nytimes.com/es/2024/05/02/espanol/ejercicios-mejorar-vida-sexual.html,298345,142,text/html
nytimes.com/2024/07/30/well/move/exercise-boost-mood.html,316020,124,text/html
nytimes.com/2024/09/20/us/politics/nebraska-trump-electoral-vote.html,362604,122,text/html
nytimes.com/2023/10/24/world/europe/counterfeit-ozempic-austria-europe.html,305066,118,text/html
nytimes.com/2023/12/28/well/mind/mental-health-stress-management.html,343097,128,text/html
nytimes.com/2024/05/17/well/family/sex-intimacy-couples.html,298311,113,text/html
nytimes.com/2022/07/17/world/europe/penny-mordaunt-rishi-sunak.html,315172,109,text/html
nytimes.com/2015/08/14/world/middleeast/isis-enshrines-a-theology-of-rape.html,424192,115,text/html
nytimes.com/2023/09/05/arts/music/zach-bryan-billboard-chart.html,277138,117,text/html
nytimes.com/2024/05/12/us/politics/bernie-moreno-ohio.html,376178,126,text/html
nytimes.com/2022/11/08/well/mind/antidepressants-effects-alternatives.html,305231,132,text/html
nytimes.com/2024/08/23/us/elections/rfk-jr-suspends-campaign-presidential-race.html,408650,128,text/html
nytimes.com/2024/03/19/us/politics/ohio-senate.html,288014,116,text/html
nytimes.com/2019/10/30/world/middleeast/isis-leader-al-baghdadi.html,353301,126,text/html
nytimes.com/2021/10/14/climate/un-biodiversity-conference-climate-change.html,314170,118,text/html
nytimes.com/2023/12/11/well/tirzepatide-weight-gain-mounjaro.html,294887,116,text/html
nytimes.com/2024/08/30/us/uk-national-gallery-letter-sainsbury-wing.html,311039,113,text/html
nytimes.com/2023/12/04/well/mind/depression-persistent-treatment-dysthymia.html,290923,113,text/html
nytimes.com/2022/07/18/world/europe/heat-wildfires-france.html,274227,112,text/html
nytimes.com/2019/09/11/arts/design/robert-frank-photographs.html,319309,116,text/html
nytimes.com/2024/02/16/well/live/apology-tips.html,298443,117,text/html
nytimes.com/2024/09/06/nyregion/trump-sentencing-delay-ruling.html,379560,127,text/html
nytimes.com/2018/11/23/business/economy/columbia-sportswear-trump-trade-war.html,330237,116,text/html
nytimes.com/es/2024/08/01/espanol/consejos-relaciones.html,299760,123,text/html
nytimes.com/2020/06/10/us/politics/kamala-harris-racism-police.html,297905,121,text/html
nytimes.com/2019/08/19/us/ifunny-threat-abortion.html,257107,108,text/html
nytimes.com/2024/09/26/arts/design/whitney-museum-alvin-ailey-show-review.html,403241,133,text/html
nytimes.com/2023/02/03/well/live/ozempic-wegovy-weight-loss.html,304565,113,text/html
nytimes.com/2022/07/17/world/europe/europe-uk-heat-wave.html,345916,121,text/html
nytimes.com/2024/04/20/us/politics/california-lawsuit-wisconsin-senate-race.html,342943,118,text/html
nytimes.com/2019/10/31/world/middleeast/isis-al-baghdadi-dead.html,318763,123,text/html
nytimes.com/2022/01/25/business/general-motors-electric-vehicle-plant.html,280252,109,text/html
nytimes.com/2021/08/15/us/politics/biden-food-stamps.html,489418,122,text/html
nytimes.com/2024/05/13/well/live/insulin-ozempic-diabetes.html,291391,119,text/html
nytimes.com/2019/06/04/us/politics/fbi-domestic-terrorism.html,310500,121,text/html
nytimes.com/2024/04/13/arts/design/philip-johnson-glass-house-brick.html,365985,123,text/html
nytimes.com/2024/06/27/well/mind/forgiveness-healing-peace.html,288781,115,text/html
nytimes.com/2019/09/10/arts/robert-frank-dead-americans-photography.html,345977,123,text/html
nytimes.com/2024/04/25/well/live/counterfeit-botox-risks.html,278874,111,text/html
nytimes.com/2023/11/08/well/zepbound-mounjaro-weight-loss.html,298751,121,text/html
nytimes.com/interactive/2015/10/03/us/how-mass-shooters-got-their-guns.html,153757,64,text/html
nytimes.com/2018/08/07/business/no-tariffs-arent-going-to-pay-down-the-national-debt.html,297299,118,text/html
nytimes.com/2024/09/28/arts/design/thomas-schutte-moma.html,347791,112,text/html
nytimes.com/2024/05/17/arts/music/sean-combs-diddy-cassie-assault-video.html,282789,119,text/html
nytimes.com/2019/08/18/us/ohio-white-nationalist-james-reardon.html,271380,110,text/html
nytimes.com/2023/09/18/well/ozempic-weight-loss-plateau.html,294179,114,text/html
nytimes.com/2021/05/25/us/politics/infrastructure-republicans.html,325444,122,text/html
nytimes.com/2023/07/26/business/energy-environment/electric-vehicles-fast-chargers-automakers.html,302417,109,text/html
nytimes.com/2022/11/22/well/ozempic-diabetes-weight-loss.html,322867,126,text/html
nytimes.com/interactive/2018/04/04/world/middleeast/isis-documents-mosul-iraq.html,393742,54,text/html
nytimes.com/2023/08/16/us/politics/biden-inflation-reduction-act.html,301729,121,text/html
nytimes.com/1985/06/28/us/senate-committee-rejects-reynolds-for-justice-post.html,259591,105,text/html
nytimes.com/2024/03/11/well/live/wegovy-ozempic-heart-risk.html,297311,120,text/html
nytimes.com/2019/08/13/us/justin-olsen-boardman-ohio.html,272069,105,text/html
nytimes.com/2019/10/30/business/economy/us-gdp-growth.html,313805,125,text/html
nytimes.com/2019/07/10/science/hawaii-telescope-tmt-mauna-kea.html,307799,114,text/html
nytimes.com/2024/04/05/well/family/money-relationships.html,315765,127,text/html
nytimes.com/2023/12/22/well/live/fake-ozempic-fda.html,293028,119,text/html
nytimes.com/2019/06/06/climate/trump-auto-emissions-rollback-letter.html,319326,120,text/html
nytimes.com/2024/05/19/arts/music/sean-combs-diddy-cassie-assault-video-response.html,277907,118,text/html
nytimes.com/2019/08/10/us/las-vegas-synagogue-conor-climo.html,269804,108,text/html
nytimes.com/2024/04/24/well/live/ozempic-cost-senate.html,293977,115,text/html
nytimes.com/2019/09/07/us/politics/joe-biden-bork-supreme-court.html,350973,121,text/html
nytimes.com/article/inflation-us-prices.html,302428,123,text/html
nytimes.com/es/2023/05/18/espanol/ozempic-alternativas.html,283678,120,text/html
nytimes.com/interactive/2018/04/04/world/middleeast/isis-documents-photos.html,192523,35,text/html
nytimes.com/2024/08/20/style/jennifer-lopez-ben-affleck-divorce.html,292585,124,text/html
nytimes.com/2022/03/10/business/russia-ukraine-war-gas-prices.html,343891,137,text/html
nytimes.com/2021/05/26/us/politics/filibuster-senate-congress.html,305571,121,text/html
nytimes.com/interactive/2023/12/20/well/live/ozempic-weight-loss-drugs-diseases.html,294551,147,text/html
nytimes.com/2019/08/07/us/el-paso-trump-escobar.html,372943,114,text/html
nytimes.com/2021/04/15/arts/music/dawn-richard-second-line.html,313601,113,text/html
nytimes.com/2018/12/13/climate/cafe-emissions-rollback-oil-industry.html,382311,135,text/html
nytimes.com/2024/02/17/business/retirement-mortgage-investing.html,334204,108,text/html
nytimes.com/es/2019/08/08/espanol/ciencia-y-tecnologia/el-cambio-climatico-pone-en-peligro-nuestra-comida.html,304749,123,text/html
nytimes.com/2024/05/31/well/family/partner-care-health-ignore.html,308864,126,text/html
nytimes.com/2021/09/28/us/atlanta-mayoral-election-kasim-reed.html,310396,125,text/html
nytimes.com/interactive/2022/11/08/us/elections/results-nebraska-us-house-district-2.html,649985,322,text/html
nytimes.com/2017/01/06/nyregion/new-york-harbor-on-the-waterfront.html,332933,108,text/html
nytimes.com/2022/05/24/us/chris-murphy-texas-shooting-sandy-hook.html,294699,109,text/html
nytimes.com/2021/11/09/well/move/exercise-chronic-pain.html,338889,120,text/html
nytimes.com/es/2024/08/21/espanol/jlo-ben-affleck-divorcio-ex.html,281042,119,text/html
nytimes.com/2019/10/27/us/politics/isis-leader-al-baghdadi-dead.html,479702,125,text/html
nytimes.com/2019/07/02/climate/climate-deniers-auto-emissions-rollback.html,312043,127,text/html
nytimes.com/2023/12/07/us/politics/elise-stefanik-antisemitism-congress.html,373323,120,text/html
nytimes.com/2015/08/15/world/middleeast/isis-held-us-aid-worker-as-sex-slave-before-death.html,253610,109,text/html
nytimes.com/2024/01/20/business/midlife-crisis-retirement-savings.html,325187,115,text/html
nytimes.com/2023/09/16/business/electric-vehicles-uaw-gm-ford-stellantis.html,320869,109,text/html
nytimes.com/2022/06/19/us/politics/texas-republicans-approve-far-right-platform-declaring-bidens-election-illegitimate.html,293555,110,text/html
nytimes.com/2024/03/28/technology/sam-bankman-fried-sentenced.html,341998,121,text/html
nytimes.com/2021/11/01/books/huma-abedin-book-weiner-hillary-clinton.html,299527,121,text/html
nytimes.com/2024/06/14/us/politics/trump-vp-debate-performances.html,360800,126,text/html
nytimes.com/es/2023/07/12/espanol/dieta-baja-fodmap.html,303790,122,text/html
nytimes.com/2024/06/05/style/jennifer-lopez-ben-affleck-relationship.html,322997,120,text/html
nytimes.com/es/2024/09/06/espanol/estilos-de-vida/ejercicios-rango-de-movimiento.html,396530,121,text/html
nytimes.com/2019/06/26/climate/canada-auto-emissions-california.html,295356,117,text/html
nytimes.com/2022/05/18/well/move/how-to-master-the-push-up.html,372877,128,text/html
nytimes.com/2023/05/02/well/mind/loneliness-isolation-surgeon-general.html,312199,124,text/html
nytimes.com/2016/10/16/technology/peter-thiel-donald-j-trump.html,290970,116,text/html
nytimes.com/2022/04/11/well/resistance-band-workouts.html,343504,128,text/html
nytimes.com/2023/10/30/business/uaw-ford-general-motors-stellantis-contracts.html,280140,105,text/html
nytimes.com/2016/08/31/world/middleeast/al-adnani-islamic-state-isis-syria.html,296076,116,text/html
nytimes.com/2021/05/18/us/politics/race-inclusion-wasau-wisconsin.html,335302,112,text/html
nytimes.com/2020/05/25/us/vote-by-mail-coronavirus.html,313639,117,text/html
nytimes.com/2024/08/27/well/deet-bug-spray.html,310566,117,text/html
nytimes.com/interactive/2020/11/03/us/elections/results-florida-amendment-2-raise-minimum-wage.html,371698,248,text/html
nytimes.com/es/2024/09/19/espanol/estilos-de-vida/prevenir-lesiones-tendones.html,352946,129,text/html
nytimes.com/2024/09/30/us/asheville-hurricane-helene-damage.html,330141,114,text/html
nytimes.com/es/2024/07/18/espanol/vance-trump-elon-musk-thiel-sacks.html,322245,128,text/html
nytimes.com/2011/04/12/business/energy-environment/12gas.html,275292,112,text/html
nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-12.html,329305,249,text/html
nytimes.com/2023/05/21/us/politics/desantis-abortion.html,341424,131,text/html
nytimes.com/2024/06/05/well/move/bone-building-workout.html,351441,143,text/html
nytimes.com/2020/11/03/us/politics/election-2016-voter-comparison.html,237206,100,text/html
nytimes.com/2022/07/17/arts/jennifer-lopez-ben-affleck-married.html,301383,116,text/html
nytimes.com/2018/11/29/us/politics/trump-putin-meeting-g20.html,285746,112,text/html
nytimes.com/2024/09/04/well/eat/lower-cholesterol-statin.html,309440,114,text/html
nytimes.com/2022/08/16/us/politics/harriet-hageman-trump-cheney.html,303584,113,text/html
nytimes.com/2023/09/06/us/politics/justice-protasiewicz-impeachment-wisconsin.html,312103,120,text/html
nytimes.com/interactive/2020/11/03/us/elections/results-michigan-senate.html,428466,249,text/html
nytimes.com/2023/05/17/well/move/tennis-elbow-treatment-prevention.html,302320,130,text/html
nytimes.com/2022/03/28/business/media/rumble-social-media-conservatives-videos.html,337947,121,text/html
nytimes.com/2019/12/16/climate/methane-leak-satellite.html,308770,120,text/html
nytimes.com/2024/04/30/us/politics/biden-democrats-trump-interview.html,359320,128,text/html
nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-2.html,341624,249,text/html
nytimes.com/2020/10/21/well/move/why-running-wont-ruin-your-knees.html,298533,117,text/html
nytimes.com/2023/04/02/us/politics/democrats-abortion-mayor.html,319589,116,text/html
nytimes.com/2021/09/27/us/politics/harriet-hageman-liz-cheney-trump.html,368893,139,text/html
nytimes.com/2019/06/20/world/europe/russia-paul-whelan-trump.html,280949,116,text/html
nytimes.com/2024/09/24/well/green-tea-weight-loss-ozempic.html,324510,115,text/html
nytimes.com/1998/03/07/nyregion/rampage-connecticut-overview-connecticut-lottery-worker-kills-4-bosses-then.html,262820,102,text/html
nytimes.com/2024/09/10/well/mind/songs-earworm-causes.html,306398,119,text/html
nytimes.com/2019/06/26/business/economy/trump-china-tariffs-g20.html,290398,116,text/html
nytimes.com/2022/07/09/us/politics/liz-cheney-jan-6.html,307244,122,text/html
nytimes.com/2023/04/04/us/politics/wisconsin-supreme-court-protasiewicz.html,317460,118,text/html
nytimes.com/2024/09/21/well/move/training-load-apple-watch-garmin.html,303648,118,text/html
nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-10.html,331870,249,text/html
nytimes.com/2024/01/21/us/politics/desantis-drops-out.html,414523,137,text/html
nytimes.com/2023/09/12/technology/robert-f-kennedy-jr-antivaccine-rhetoric.html,393202,116,text/html
nytimes.com/2022/08/18/technology/facebook-instagram-robert-kennedy-jr-misinformation.html,290782,118,text/html
nytimes.com/2008/05/04/business/worldbusiness/04iht-robots.1.12545848.html,256277,107,text/html
nytimes.com/2019/10/31/us/california-fire.html,461216,121,text/html
nytimes.com/2018/11/07/us/florida-felon-voting-rights.html,278692,112,text/html
nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-9.html,331180,249,text/html
nytimes.com/2024/09/18/arts/music/sean-combs-jail-brooklyn-mdc.html,291232,119,text/html
nytimes.com/2019/06/25/us/politics/trump-g-20-japan.html,292964,123,text/html
nytimes.com/interactive/2021/well/ask-well.html,207683,98,text/html
nytimes.com/2024/10/01/well/dermaplaning-face-risks-benefits.html,300527,103,text/html
nytimes.com/2022/06/23/us/politics/liz-cheney-wyoming-democrats.html,273141,115,text/html
nytimes.com/2023/03/28/us/politics/wisconsin-supreme-court-race.html,294758,109,text/html
nytimes.com/es/2024/09/23/espanol/mundo/israel-hezbollah-libano-guerra.html,346719,126,text/html
nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-14.html,333916,249,text/html
nytimes.com/2018/11/03/climate/wildfires-minorities-risk.html,276974,111,text/html
nytimes.com/2024/04/23/us/politics/biden-abortion-florida-trump.html,403747,121,text/html
nytimes.com/2024/07/15/us/politics/trump-vp-pick.html,358533,127,text/html
nytimes.com/2012/05/17/nyregion/mary-kennedy-estranged-wife-of-robert-kennedy-jr-found-dead.html,249130,104,text/html
nytimes.com/2022/02/14/technology/republican-trump-peter-thiel.html,402646,164,text/html
nytimes.com/2024/03/11/us/florida-dont-say-gay-law-settlement.html,290126,108,text/html
nytimes.com/2019/10/28/us/getty-fire-california.html,442799,126,text/html
nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-7.html,333372,249,text/html
nytimes.com/2023/09/14/us/wisconsin-abortion-planned-parenthood.html,279893,115,text/html
nytimes.com/2024/06/07/movies/glen-powell-hit-man-twisters.html,375364,144,text/html
nytimes.com/2024/06/05/world/africa/sudan-khartoum-darfur-war.html,526860,137,text/html
nytimes.com/2019/01/15/us/politics/trump-putin-meetings.html,311223,118,text/html
nytimes.com/es/2024/10/02/espanol/estados-unidos/huelga-puertos-usa.html,270239,114,text/html
nytimes.com/2021/03/01/us/politics/ron-johnson-capitol-riot.html,341403,121,text/html
nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-6.html,336101,249,text/html
nytimes.com/2018/11/09/us/california-shooting-thousand-oaks.html,274775,106,text/html
nytimes.com/2024/04/29/us/florida-abortion-ban.html,318428,123,text/html
nytimes.com/2023/08/17/books/skyhorse-robert-kennedy-jr-president.html,313264,123,text/html
nytimes.com/2023/09/12/technology/rfk-jr-campaign-vaccines.html,328966,126,text/html
nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-8.html,330610,249,text/html
nytimes.com/2022/02/19/us/politics/wisconsin-election-decertification.html,381974,141,text/html
nytimes.com/2021/04/19/us/indianapolis-shooting-red-flag-law.html,306265,107,text/html
nytimes.com/2019/06/25/us/politics/robert-mueller-testify.html,293119,115,text/html
nytimes.com/2024/09/02/business/economy/port-workers-robots-automation-strike.html,327482,114,text/html
nytimes.com/2024/07/18/us/politics/elon-musk-trump.html,403397,140,text/html
nytimes.com/2023/12/22/us/wisconsin-redistricting-maps-gerrymander.html,291020,114,text/html
nytimes.com/2024/08/30/us/politics/liz-cheney-kamala-harris-endorsement.html,345250,115,text/html
nytimes.com/2021/08/20/nyregion/r-kelly-trial-racketeering.html,290463,112,text/html
nytimes.com/interactive/2020/11/03/us/elections/results-michigan-house-district-1.html,364103,249,text/html
nytimes.com/es/2023/08/17/espanol/hawai-incendios.html,371853,124,text/html
nytimes.com/2023/08/06/us/politics/rfk-campaign-kennedy-family.html,398596,135,text/html
nytimes.com/2018/05/01/arts/music/r-kelly-timesup-metoo-muterkelly.html,293446,116,text/html
nytimes.com/2024/09/24/arts/music/diddy-sean-combs-thalia-graves-lawsuit.html,274105,116,text/html
nytimes.com/2023/08/13/us/hawaii-wildfire-factors.html,311399,113,text/html
nytimes.com/2024/04/20/us/arizona-abortion-trump.html,319688,119,text/html
nytimes.com/2024/10/01/business/economy/port-strike.html,439801,117,text/html
nytimes.com/2010/04/09/world/europe/09prexy.html,304856,113,text/html
nytimes.com/es/2024/06/16/espanol/ola-de-calor-medicamentos-peligrosos.html,277975,122,text/html
nytimes.com/2015/02/06/us/in-invisible-world-of-political-donor-advisers-a-highly-visible-player.html,291365,110,text/html
nytimes.com/2022/07/01/us/abortion-abolitionists.html,497529,120,text/html
nytimes.com/interactive/2024/05/01/upshot/florida-abortion-ban.html,238907,126,text/html
nytimes.com/2024/09/24/arts/music/sean-combs-sam-bankman-fried-jail.html,287574,120,text/html
nytimes.com/2020/01/04/arts/television/surviving-r-kelly-2.html,300055,107,text/html
nytimes.com/2024/09/23/us/politics/trump-ad-harris-economy-bidenomics.html,354838,123,text/html
nytimes.com/2007/04/27/nyregion/27mbrfs-interboro.html,241272,104,text/html
nytimes.com/2020/06/03/us/politics/trump-physical-hydroxychloroquine.html,299081,120,text/html
nytimes.com/2023/11/19/us/politics/rosalynn-carter-dead.html,385242,124,text/html
nytimes.com/2021/08/02/well/live/irritable-bowel-syndrome-treatments-causes.html,316805,115,text/html
nytimes.com/2024/02/21/arts/music/beyonce-billboard-country-charts.html,271989,115,text/html
nytimes.com/2024/09/18/us/politics/melania-trump-nude-modeling.html,327321,121,text/html
nytimes.com/es/2024/08/27/espanol/negocios/pavel-durov-telegram-quien-es.html,322097,124,text/html
nytimes.com/2020/10/04/health/trump-covid-treatment.html,329631,124,text/html
nytimes.com/2023/03/14/us/politics/boris-epshteyn-trump-lawyer.html,364333,124,text/html
nytimes.com/2024/07/15/us/politics/elon-musk-trump-super-pac.html,331190,117,text/html
nytimes.com/2019/10/06/us/jimmy-carter-fall-stiches.html,258665,108,text/html
nytimes.com/es/2023/05/30/espanol/sindrome-intestino-irritable-cura.html,277815,124,text/html
nytimes.com/2019/03/22/us/politics/how-old-is-jimmy-carter.html,256305,109,text/html
nytimes.com/2020/07/19/us/politics/trump-fox-interview-coronavirus-race.html,303729,127,text/html
nytimes.com/2021/11/03/world/asia/squid-game-korea-bts.html,364947,147,text/html
nytimes.com/2024/07/23/us/politics/elon-musk-super-pac-desantis.html,323412,114,text/html
nytimes.com/2022/09/16/us/politics/trump-lawyers-herschmann.html,318974,118,text/html
nytimes.com/2020/04/25/arts/music/post-malone-nirvana-coronavirus.html,282587,113,text/html
nytimes.com/2024/05/09/well/move/weight-lifting-strength-training-progressive-overload.html,321253,131,text/html
nytimes.com/2020/10/04/us/politics/trump-doctor-conley.html,299762,113,text/html
nytimes.com/2024/08/27/technology/telegram-crypto-industry-defender.html,313988,127,text/html
nytimes.com/2020/10/03/us/sean-conley-trump-doctor.html,302938,124,text/html
nytimes.com/2023/06/14/books/review/cormac-mccarthy.html,289573,116,text/html
nytimes.com/2024/08/25/technology/pavel-durov-telegram-detained-france.html,319199,125,text/html
nytimes.com/2002/09/15/arts/music-a-sincere-approach-to-western-swing.html,232619,104,text/html
nytimes.com/2024/07/30/us/politics/trump-super-pac-voter-turnout.html,327931,119,text/html
nytimes.com/2021/04/29/business/economy/biden-georgia-carter.html,306455,123,text/html
nytimes.com/2024/06/11/business/disney-world-splash-mountain-princess-tiana.html,350660,125,text/html
nytimes.com/2024/08/04/us/politics/jimmy-carter-vote-for-kamala.html,348889,128,text/html
nytimes.com/2017/07/13/us/nevada-legal-marijuana-shortage.html,277029,102,text/html
nytimes.com/2020/07/21/us/politics/trump-coronavirus-masks.html,320608,126,text/html
nytimes.com/2023/04/26/arts/music/jelly-roll-whitsitt-chapel.html,303021,112,text/html
nytimes.com/2024/06/22/technology/zuckerberg-instagram-child-safety-lawsuits.html,405339,136,text/html
nytimes.com/2023/03/09/well/move/gym-workout-anxiety-fears.html,297711,124,text/html
nytimes.com/2023/09/08/us/georgia-special-grand-jury-lindsey-graham-trump.html,320564,121,text/html
nytimes.com/2023/06/13/books/cormac-mccarthy-best-books.html,309053,125,text/html
nytimes.com/interactive/2023/dining/best-nyc-restaurants.html,373905,98,text/html
nytimes.com/2024/08/19/us/politics/dnc-republicans.html,318679,119,text/html
nytimes.com/1971/10/05/archives/president-uses-tafthartley-act-in-dock-walkouts-5man-board-will.html,246877,102,text/html
nytimes.com/2020/10/01/us/politics/hope-hicks-coronavirus.html,306974,118,text/html
nytimes.com/2024/08/26/business/telegram-founder-arrest-france.html,301061,123,text/html
nytimes.com/2021/10/31/arts/music/grand-old-opry-5000-broadcast.html,340813,120,text/html
nytimes.com/2022/06/30/business/economy/ports-workers-union-california.html,328069,110,text/html
nytimes.com/2017/09/09/us/california-marijuana-growers.html,300728,102,text/html
nytimes.com/2024/09/29/business/port-strike-automation-dockworkers.html,333426,120,text/html
nytimes.com/2018/01/08/books/review/michael-wolff-fire-and-fury-trump-white-house.html,301473,124,text/html
nytimes.com/2018/08/16/us/politics/us-china-tariffs-trade.html,296014,118,text/html
nytimes.com/2020/03/19/arts/music/sam-hunt-southside.html,349576,121,text/html
nytimes.com/2020/07/10/us/politics/trump-cognitive-test-health.html,291396,114,text/html
nytimes.com/2023/10/13/science/nasa-psyche-metal-asteroid-launch.html,372914,119,text/html
nytimes.com/2024/09/26/business/economy/port-strike-dockworkers-negotiate.html,283149,107,text/html
nytimes.com/2021/09/24/world/who-regeneron-antibody-treatment.html,278437,118,text/html
nytimes.com/interactive/2024/08/09/technology/migrants-racism-social-media-violence.html,260477,127,text/html
nytimes.com/es/2024/09/18/espanol/estados-unidos/kamala-harris-trump-republicanos-carta.html,274631,115,text/html
nytimes.com/2021/08/31/technology/facebook-accenture-content-moderation.html,379300,138,text/html
nytimes.com/2022/08/08/us/politics/wisconsin-gop-2020-election.html,402311,145,text/html
nytimes.com/article/best-restaurants-philadelphia.html,493429,190,text/html
nytimes.com/2023/09/01/business/economy/west-coast-dockworkers-contract.html,277627,108,text/html
nytimes.com/interactive/2023/11/07/us/elections/results-ohio-issue-1-abortion-rights.html,589392,126,text/html
nytimes.com/2022/10/11/science/nasa-dart-asteroid-spacecraft.html,294786,108,text/html
nytimes.com/2023/02/28/business/economy/julie-su-labor-secretary.html,305977,131,text/html
nytimes.com/2020/04/24/well/live/coronavirus-pulse-oximeter-oxygen.html,303323,118,text/html
nytimes.com/2021/09/27/arts/music/billy-strings-renewal.html,313257,120,text/html
nytimes.com/2024/07/27/us/politics/jd-vance-friend-transgender.html,422255,116,text/html
nytimes.com/2023/01/11/well/move/bodyweight-strength-workout.html,376472,125,text/html
nytimes.com/2018/07/10/us/politics/trump-china-trade-war.html,273594,113,text/html
nytimes.com/2023/02/18/us/politics/jimmy-carter-hospice.html,269991,107,text/html
nytimes.com/2024/08/07/business/media/disney-earnings-parks.html,304001,118,text/html
nytimes.com/2022/12/09/well/move/flexibility-test-mobility-fitness.html,354672,131,text/html
nytimes.com/2022/10/28/business/supply-chain-shipping-jobs.html,374022,117,text/html
nytimes.com/2019/04/11/science/israel-moon-landing-beresheet.html,321043,113,text/html
nytimes.com/2016/10/08/us/donald-trump-tape-transcript.html,323645,107,text/html
nytimes.com/2024/09/23/us/politics/trump-women-abortion.html,366969,128,text/html
nytimes.com/2002/10/09/us/president-invokes-taft-hartley-act-to-open-29-ports.html,265679,110,text/html
nytimes.com/2024/07/26/us/politics/vance-megyn-kelly-harris-birthrate.html,333112,120,text/html
nytimes.com/article/best-san-francisco-restaurants.html,494693,177,text/html
nytimes.com/2024/10/03/arts/design/nyc-galleries-october.html,305253,119,text/html
nytimes.com/2024/07/28/us/politics/trump-vance-unity-minnesota.html,344317,115,text/html
nytimes.com/2022/03/28/business/dockworkers-strike-supply-chain.html,341954,119,text/html
nytimes.com/2020/09/10/arts/music/sam-hunt-hard-to-forget.html,391754,109,text/html
nytimes.com/2024/09/20/arts/music/jimmy-carter-100th-birthday-concert.html,376387,115,text/html
nytimes.com/2022/09/03/well/move/pickleball-popular-sport.html,314401,132,text/html
nytimes.com/2018/08/01/business/china-tariffs-trump.html,297046,117,text/html
nytimes.com/2003/05/02/world/aftereffects-kabul-us-declares-major-combat-in-afghanistan-to-be-over.html,265833,109,text/html
nytimes.com/2019/04/11/arts/music/lil-nas-x-old-town-road-country-rap.html,319463,138,text/html
nytimes.com/2022/01/07/well/move/jump-rope-exercise.html,312141,121,text/html
nytimes.com/2022/01/10/dining/restaurant-review-semma-south-indian-food.html,414727,129,text/html
nytimes.com/2021/10/14/us/politics/andrew-mccabe-trump-fired-pension.html,311386,121,text/html
